name,tel,addr
이지해법영어교실,017-602-0653,전남 순천시 저전동 95-31 2층
이촌라임교실,1577-5105,용산구 이촌동
이호교실,1577-5105,경기 안산시 상록구 본오동
이화삼정교실,052-224-0506,울산 울주군 청량면 삼정리
이화엘리트교실,1577-5105,서울 노원구 상계동
이화중원교실,02 949-0864,
이화화곡교실,02-2695-9522,
인계교실,1577-5105,경기도 수원시 팔달구 권광로 317번길 15
인동뉴파워교실,1577-5105,경상북도 구미시 인동중앙로 42 (인의동)
인수교실,02-900-3839,서울 강북구 수유6동
인스카이교실,031-994-4721,경기 고양시 일산서구 주엽동 30-2 201호
인왕초교실,1577-5105,서울 서대문구 세무서길 106-49
인창해법영어,1577-5105,인창동 동원베네스트APT
인화교실,1577-5105,울산광역시 북구 중산동
일동교실,,
일동미라주교실,055-366-0579,경상남도 양산시 교동 일동미라주@상가 2층
일등교실,1577-5105,
일등교실,02-883-0300,서울 관악구 은천로 150 (봉천동)
일산강선교실,031-924-0575,경기 고양시 일산서구 주엽동 65번지 강선마을 제 상가동 2층 206호
일산교실,033-745-0582,강원 원주시 일산동
일산지사,,
일신교실,032-348-0551,경기도 부천시 소사구 범박동
일원교실,1577-5105,서울 강남구 일원동
일월메디교실,1577-5105,경기 수원시 권선구 구운동
임은하늘채교실,1577-5105,"경북 구미시 왕산로 68 (임은동, 코오롱하늘채아파트)"
임진교실,1577-5105,경기 파주시
입북자이교실,1577-5105,경기 수원시 권선구 입북로 50
입석교실,053-986-7179,대구 동구 입석동
잉글리쉬에비뉴교실,1577-5105,경기도 파주시
자곡하버드교실,1577-5105,
자양동아교실,1577-5105,대전광역시 동구 자양동 동아아파트 옆
자연해나빌리지교실,055-905-0500,경남 김해시 대청로 64-16 (대청동)
자운대교실,1577-5105,대전 유성구 신봉동 245
자이6단지교실,1577-5105,
자이교실,1577-5105,
자하연교실,054-624-1090,경상북도 경주시 충효녹지길 102-9 경동프라자상가
작전부현교실,032-252-0582,인천 계양구 작전1동 28-1
장기탑클래스교실,1577-5105,대구 달서구 장기동
장대하모니교실,1577-5105,대전 유성구 장대동
장덕교실,1577-5105,광주광역시 광산구 풍영로329번길 50 신완마을휴먼시아7단지 상가 204호
장동에코르교실,1577-5105,
장락교실,1577-5105,충북 제천시 장락동
장림동원교실,051-263-0575,부산 사하구 장림동
장성대림엘리트교실,1577-5105,
장암우성애플교실,031-852-5233,경기도 의정부시 동일로454번길 6
장위연세교실,1577-5105,서울 성북구 장위1동
장자현대교실,1577-5105,"충북 청주시 상당구 수영로 328 (금천동, 장자마을현대아파트)"
장전구서교실,051-513-9876,부산 금정구 구서동 413-27
장전PNU교실,1577-5105,부산시 금정구 금강로 379번길 15
장지교실,1577-5105,서울 송파구 문정동
장평아카데미교실,1577-5105,
장학초교실,1577-5105,강원 춘천시 동면 장학리
장호원코아루교실,1577-5105,경기도 이천시 장호원읍
전곡교실,1577-5105,경기도 연천군 은전로103번길 4-4
전민엑스포교실,070-8632-0505,대전광역시 유성구 엑스포로 448 엑스포아파트 301동 101호
전북 순창교실,1577-5105,전북 순창군 순창읍 장류로 331 (순화리)
전주중화산에코르교실,063-229-7838,전북 전주시 완산구 화산천변6길 3
전주직영교실,063-222-7838,전북 전주시 완산구 서신로 107
전주평화송정써미트교실,063-277-2090,전북 전주시 완산구 평화7길 22 (평화동2가)
전하교실,052-236-0706,울산 동구 전하1동
전하푸르지오교실,052-252-0579,
전하GLS교실,055-322-5507,"김해시 전하동 41-2, 상가 2층"
정관동일스위트2차교실,727-0590,부산 기장군 정관면 모전리776 동일스위트2차 205-403
정관이진1차교실,1577-5105,부산 기장군 정관읍 정관로 545
정릉교실,1577-5105,서울 성북구 정릉4동
정명교실,02-2689-7322,서울특별시 구로구 경인로19길 29
정빈교실,053-951-0905,대구광역시 동구 동북로71길 14
정상교실,1577-5105,
정석학원교실,1577-5105,"대전 동구 계족로 167 (대동, 대동클리닉)"
정선교실,1577-5105,강원 정선군 정선읍
정선생해법영어교실,010-5549-9927,
정수진교실,010-8142-4855,경상남도 김해시 해반천로 신화빌딩4층
정우교실,1577-5105,
정읍부영1차교실,1577-5105,전북 정읍시 수성동
정평현대교실,053-814-0579,경산시 정평동
제니스1교실,010-8854-3437,"경북 포항시 북구 우창로 2 (우현동, 뉴베로디종합상가)"
제니스문교실,010-2806-5848,1577-5105
제니퍼교실,02-6435-0509,서울특별시 노원구 노원로 522
제니해법교실,033-733-0808,강원 원주시 단계동
제이&제이교실,1577-5105,서울 중랑구 면목로27길 55 (면목동)
제이런교실,053-381-0576,대구 북구 검단동
제이피교실,0510000000,해운대구 센텀아이에스타워 314호
조암교실,1577-5105,경기도 화성시 우정읍 조암북로 68번가길
조영미영어교실,1577-5105,서울특별시 관악구 신림동
조원베스트교실,1577-5105,수원시 장안구 조원동 조원주공2단지
조은교실,1577-5105,서울 구로구 구로5동
조이교실,1577-5105,경기 부천시 소사구 범박동
조이해법영어교실,1577-5105,
조이해법영어학원교실,053-644-2848,달서구 조암남로 76 4층 조이해법영어학원
조재현교실,02-355-0596,서울 은평구 역촌동 83-21
조촌교실,063-452-0506,전라북도 군산시 경촌2길 26-3
종로창신교실,010-8933-1937,종로구 창신동 81-2 2층
좌동동신교실,010-2862-1224,부산광역시 해운대구 좌동순환로217번길 7
좌동부흥교실,1577-5105,
좌동삼성교실,051-914-0579,부산 해운대구 좌동
좌동화목교실,051-704-0585,부산 해운대구 좌동
주례럭키교실,051-324-0594,부산 사상구 주례3동
주례LG교실,051-324-0579,부산 사상구 주례2동 신주례LG아파트
주안남교실,032-439-8080,인천 남구 인하로321
주안남부교실,032-862-3996,
주안엘리트교실,1577-5105,
주엽교실,0319117003,경기 고양시 일산서구 주엽동 84 강선마을 15단지 상가
주원마을,010-7443-5453,경기도 양주시 덕정동
주은청설교실,1577-5105,경기 안성시 공도읍 진사리 주은청설아파트
주천교실,010-2060-4279,강원 영월군 주천면
죽동김선생교실,042-825-2805,
죽미교실,1577-5105,
죽성삼성교실,041-667-0557,충남 서산시 죽성동 삼성아파트 114-401
중계무지개교실,1577-5105,
중계주공5단지교실,1577-5105,
중계해법영어교실,1577-5105,
중계Cindy교실,939-0905,
중남교실,052-264-4669,
중동그린타운교실,1577-5105,경기 부천시 원미구 중동
중리롯데캐슬교실,053-573-2001,대구 서구 중리동 중리롯데캐슬상가 3층 해법영수학원
중마교실,02-455-8853,서울 광진구 중곡동
중부교실,031-734-0579,경기도 성남시 중원구 금광동
중부대동교실,055-384-5105,경상남도 양산시 중부동 대동 황토방아파트 상가2층
중부엘리트교실,055-366-0569,경상남도 양산시 중부동 현대아파트 상가 2층
중앙교실,1577-5105,전북 부안군 부안읍
중앙교실,1577-5105,
중앙심원교실,017-336-6802,경기도 부천시 원미구 중2동
중앙엘리트교실,033-261-0700,강원 춘천시 지석로
중앙엘리트교실,053-742-0598,대구 수성구 만촌동 658-21
중앙초교실,1577-5105,
중앙A+교실,1577-5105,서울특별시 도봉구 삼양로 550
중평엘리트교실,02-948-0905,서울시 노원구 하계동 354
중화산중산초교실,063-222-0582,전주시 완산구 중산중앙로 9-3 중산초 정문 앞 2층
중화산현대엘리트교실,063-231-0579,전북 전주시 완산구 중화산동1가 현대1차 상가2층
중흥1차교실,1577-5105,경상북도 구미시 해마루공원로 80  (옥계동  중흥S클래스)
쥴리스교실,1577-5105,
즐거운교실,1577-5105,
증평베르힐교실,1577-5105,
증포교실,1577-5105,경기도 이천시 증포동 증포초교앞
지곡써니교실,010-8722-2403,경기도 용인시 기흥구 지곡동
지곡엘리트교실,054-272-0520,경북 포항시 남구 효자동
지곡해나지오교실,010-9977-4711,전북 군산시 계산로78(지곡동 해나지오아파트) 102동 108호
지구촌영어교실,1577-5105,경기 수원시 영통구 광교중앙로 247
지나교실,1577-5105,부산광역시 금정구 중앙대로1685번길 22 경남한신아파트B동상가 1층 103호
지니잉글리쉬교실,1577-5105,
지도교실,1577-5105,
지명교실,1577-5105,광주광역시 월계동 757-6 벽산상가 2층 202호
지산교실,1577-5105,경기 평택시 지산동 건영아파트
지산교실,1577-5105,
지산아이비교실,1577-5105,대구 수성구 지산1동
지산현대교실,01091501508,
지식충전소교실,1577-5105,서울 강동구 구천면로 442 (명일동)
지웰교실,1577-5105,충청북도 청주시 흥덕구 대농로 59
지큐교실,051-264-0551,부산 사하구 장림2동
지행교실,031-861-0509,경기도 동두천시 지행동
직영교실,0516110554,부산금정구부곡동
진량스마트교실,1577-5105,
진로교실,1577-5105,"광주 북구 일곡마을로 50 (일곡동, 진로아파트)"
진북우성교실,063-254-0591,전북 전주시 덕진구 우성아파트상가 2층
진안교실,063-433-0579,전북 진안군 진안읍 세무서와 진안초등 사이
진안월드,1577-5105,화성시 진안동 월드메르디앙@
진영대창교실,055-343-2280,경상남도 김해시 진영읍 진영리
진영해법교실,02-992-4882,서울특별시 도봉구 창5동
진주금산아이파크교실,055-762-1534,진주시 금산면 중천로 82 금산아이파크A 110-201호
진주상평교실,055-763-8928,"경남 진주시 공단로20번길 8, 2층"
진주연세교실,1577-5105,서울 송파구 신천동
진주유일교실,055-762-7670,"경남 진주시 상대로119번길 24 , 2층"
진주초전해모로교실,010-8312-0505,경남 진주시 초북로88 해모로루비채 2단지 206-401호
진주충무공LH교실,055-757-4201,경남 진주시 사들로 126 LH4단지 401-202호
진주호탄교실,010-3288-3994,경남 진주시 가호로44번길 7 대동디지털황토A 단지상가 108-203호
진천교실,1577-5105,대구광역시 달서구 상화로9길 60
진천더베스트교실,1577-5105,대구 달서구 진천로 75-24 (진천동)
진천파동교실,1577-5105,
진천혁신교실1,010-2251-1572,충북 진천군 덕산면 연미1길 25 (두촌리)
진해 시에나중흥교실,010-6798-3575,"경남 창원시 진해구 냉천로 262 (자은동, 중흥S-클래스아파트)"
진해 이루미교실,1577-5105,"경남 창원시 진해구 진해대로 945 (자은동, 덕산쇼핑센터) 이루미학원"
진해블루빌교실,010-3044-5157,경남 창원시 진해구 충무로 20 (중평동)
진해석동교실,055-542-3439,경남 진해시 석동
진해용원풍림교실,055-545-9909,"경남 창원시 진해구 안청북로 33 (청안동, 풍림아파트)"
진해용원현대교실,055-552-0515,경남 진해시 용원동 녹산현대아파트
진해우성SJ교실,1577-5105,경남 진해시 풍호동 우성아파트
찌니교실,1577 5105,전남 순천시 원용당2길 51
차쌤해법영어교실,010-6542-0695,"전남 여수시 여문1로 90 (문수동, 원앙파크맨션)"
참누리 e 해법셀파학원,02 6052 8383,동작구 등용로 127
창3단지엘리트교실,1577-5105,
창동쌍용교실,02-900-5405,서울 도봉구 창4동
창신 수 클래스 교실,1577-5105,
창원 ellen교실,1577-5105,"경남 창원시 의창구 반계로 104-8 (팔용동, 벽산블루밍아파트B단지)"
창원대원교실,055-276-0504,경남 창원시 대원동
창원상남대동교실,055-261-2141,경상남도 창원시 성산구 동산로 115 대동아파트 목화상가 2층 206호
창원용호다산교실,1577-5105,경남 창원시 의창구 용호동 63 롯데학원상가 다산학원
창포동교실,054-252-1070,경북 포항시 북구 장성동
창포드림교실,010-5364-7618,경북 포항시 북구 창포동 613-23
창포예쓰교실,1577-5105,경상북도 포항시 북구 창포동 산32-27
창현교실,031-514-7905,"경기 남양주시 화도읍 수레로 1234-17 (창현리, 두산아파트) 204동 304호"
채원교실,1577-5105,경기도 이천시 갈산동
천곡블루밍교실,052-295-7918,울산 북구 천곡동 벽산블루밍아파트
천동플러스교실,042-282-8205,대전광역시 동구 천동(휴먼시아2단지 정문앞)
천사들의합창교실,053-983-0579,대구 남구 대명6동
천왕센타플라자교실,01067113964,구로구 천왕로 277-9 4층 401호
천일교실,010-8728-9893,경기 수원시 장안구 천천동 571-4 골든플라자 5층
천재교실,033-434-0579,강원 홍천군 홍천읍
천천신명교실,1577-5105,경기 수원시 장안구 천천동 신명아파트 751-757
천호교실,1577-5105,서울 강동구 천호1동49-13   3층
철산8단지벚꽃교실,1577-5105,
철산브라운스톤교실,02-2684-0566,경기도 광명시 철산동
첨단부영2차교실,1577-5105,광주 광산구 산월동
첨단엘리트교실,062-974-2090,광주 광산구 월계동
청곡교실,1577-5105,
청구교실,1577-5105,서울 중구 신당동
청구엘리트교실,1577-5105,
청남교실,1577-5105,
청담아카데미교실,1577-5105,
청당벽산교실,041-551-6733,충남 천안시 동남구 청당동
청당해법교실,1577-5105,충남 천안시 동남구 청당2길 118
청덕Joyful교실,070-4319-5635,
청도레니교실,054-371-0579,경북 청도군 청도읍 고수리 154-60 월성위너타운 2층
청라굿모닝힐교실,032-562-0583,인천 서구 경서동
청라꿈에그린교실,010-2211-9676,
청라중흥교실,032-568-1538,인천광역시 서구 청라라임로 131
청량유림교실,052-227-6982,울산 울주군 청량면 덕하리
청룡교실,02-887-1817,서울 관악구 청룡동(봉천4동)
청룡초이스교실,031-879-0603,경기도 의정부시 신곡동
청맥교실,02-869-9610,서울특별시 관악구 난우길29
청명교실,1577-5105,경기도 수원시 영통구 영통동 청명주공아파트
청북이지교실,1577-5105,충청북도 충주시 중앙탑면 원앙9길 15
청북이지더원교실,1577-5105,경기 평택시 청북읍 안청로4길 42
청석교실,1577-5105,경기도 파주시
청석교실,031-501-4146,경기도 안산시 상록구 사동
청솔우성교실,02-2248-0509,서울 동대문구 답십리2동
청송진보교실,010-2222-9689,경북 청송군 진보면 본마을2길 68
청어람교실,055-363-7573,경남 양산신도시 청어람 아파트상가 2층
청어람교실,1577-5105,
청운교실,070-4101-2090,경상남도 양산시 청운로 188 나래시티상가 205호
청운베스트교실,033-521-5821,강원도 동해시 청운1길 30 부영아파트 111동 1층
청주 킹덤교실,043-276-0579,충북 청주시 흥덕구 봉명2동
청주지사직영교실,1577-5705,
청진교실,1577-5105,
청천대우교실,1577-5105,인천광역시 부평구 세월천로 34
청파교실,1577-5105,서울 용산구 청파동1가
청호영재교실,031-667-0564,경기도 오산시 청호동
초곡럭키교실,01029976652,경북 포항시 북구 흥해읍 초곡리 1761
초당줄리안교실,1577-5105,
초당초교실,1577-5105,
초록교실,031-283-0175,경기도 용인시 기흥구 상하동
초롱교실,1577-5105,서울 성동구 사근동
초원부영교실,1577-5105,경기도 안양시 동안구 평촌동
초읍엘리트교실,051-805-2500,부산 부산진구 초읍동 203-8
초이교실,1577-5105,청주시 서원구 개신주공아파트
초전 엘리트 교실,010-2041-9134,경남 진주시 초전동 1647-4 이노빌 204호
초지교실,031-475-7309,경기도 안산시 단원구 초지동
최고다해법영어교실,010-9357-8225,전남 순천시 조곡동
최상위교실,1577-5105,서울 서초구 양재동
최상위영어교실,1577-5105,서울 서초구 양재동
최선교실,1577-5105,
최선엘리트교실,02-458-0509,서울 광진구 구의2동
충무공초교실,010-2694-9292,
충무교실,031-392-1020,경기 군포시 금정동충무아파트
충주교실,043-848-0688,충주시 칠금동
충주중흥교실,1577-5105,
치평교실,062-434-0506,광주 서구 치평동
칠성교실,1577-5105,
칠성하늘채교실,1577-5105,
캐시스한라교실,1577-5105,"경기 시흥시 배곧1로 27-15 (정왕동, 한라비발디캠퍼스)"
캔디스교실,1577-5105,인천광역시 부평구 굴포로 42
캠브리지교실,054-749-6776,경북 경주시 황성동 럭키아파트
캠브리지교실,1577-5105,
케이티교실,1577-5105,서울 용산구 도원동
케이해법영어교실,01044615709,대구 수성구 달구벌대로669길 40 (사월동)
켈리교실,1577-5105,
코아루교실,1577-5105,
코아루디오션교실,010-7147-0502,강원도 동해시 평원로 100 코아루디오션아파트 102동 302호
큐브레인 홍은교실,1577-5105,
큰마을교실,031-911-8205,경기 고양시 일산서구 탄현동 1476번지 동성상가 303-2호
클레어교실,1577-5105,경기도 용인시 수지구 상현동 두산위브 아파트 상가 206
키움해법학원교실,15775105,포승읍 2함대길20
킴앤맥카시교실,054-854-5105,경북 안동시 정하동
킹스턴교실,1577-5105,
킹스해법영어교실,1577-5105,대구 달서구 조암남로 170
탄벌교실,1577-5105,경기 광주시 탄벌동
탑동엘리트교실,1577-5105,충남 당진시 채운동 511-1
탑리더스교실,1577-5105,경기 수원시 장안구 정자동
탑스해법영어교실,053-646-4470,대구시 달서구 한실로51 한실들마을아파트 상가2층
탑앤탑교실,055-910-5105,경남 양산시 상북면 반희서7길
탑엘리트교실,1577-5105,경기 가평군 조종면 조종희망로 62
탑클래스교실,051-784-6548,부산광역시 해운대구 재송동
탑키즈교실,1577-5105,
탑키즈교실,01022012767,부산 영도구 청학로69번길 35 (청학동)
탑플러스교실,051-314-9800,부산 사상구 주례동
탑플러스교실,1577-5105,서울 관악구 조원동
탑해법영어교실,0319190422,경기 고양시 일산서구 하이파크로 113
탑해법영어교실,1577-5105,
탕정트라팰리스교실,010-5399-9844,
태봉엘리트교실,033-746-0020,강원 원주시 태장동
태성아이파크교실,1577-5105,"경기 광주시 태봉로 110 (태전동, 태전아이파크)"
태안주공교실,1577-5105,충남 태안군 태안읍 동문5길 6번지
태안한승교실,1577-5105,경기 화성시 송산동 한승미메이드아파트
태암1교실,053-312-0504,대구 북구 태전동
태일교실,1577-5105,강원 원주시 현충로
태전교실,053-326-0113,대구 북구 태전동
태전교실,1577-5105,경기도 광주시 태전동 성원APT
태전한일교실,053-312-1970,대구 북구 태전동
태평선경아파트교실,1577-5105,수정구 태평선경아파트
테크노폴리스4단지교실,1577-5105,대구 달성군 유가읍 테크노상업로 111
테크노폴리스진아교실,053-201-2508,대구 달성군 유가읍 테크노대로5길 79
토성메이플교실,1577-5105,
톡톡교실,1577-5105,경기 김포시 북변동
톡톡교실,1577-5105,광주 광산구 도산동
통영디딤돌교실,055-644-7476,"경남 통영시 선금산1길 9 , 1층 디딤돌학원"
통영무전교실,055-641-6655,"경남 통영시 무전1길 30 (무전동, 토담두부) 2층 해법영어교실"
통영미수교실,055-643-0718,"경남  통영시 진남아랫길 3 , 4층 멘토해법학원"
통영인-조이해법학원교실,010-8806-8379,경남 통영시 인평동 평인일주로 68번지
통영재미난교실,055-642-8934,경남 통영시 통영해안로 479 만복보라빌라 2층
통영죽림펠리스교실,010-4545-7264,경남 통영시 죽림 1로 41-23 한선 파라디움 3층
퇴계2차교실,033-262-1819,강원 춘천시 퇴계동
퇴계원탑교실,1577-5105,경기도 남양주시 퇴계원면 퇴계원리 현대힐스테이트 107-602
퇴촌교실,1577-5105,
튤립교실,1577-5105,
트러스트교실,1577-5105,동탄지성로
트로이교실,1577-5105,경기 고양시 덕양구 행신동
트리플A교실,1577-5105,경상북도 구미시 봉곡남로15길 26
파랑새교실,1577-5105,
파워리더교실,1577-5105,
파장탑교실,1577-5105,경기도 수원시 장안구 경수대로 1081번길 33
파주직영교실,,
파크자이교실,1577-5105,경기 광명시 안현로 34
판교모아교실,1577-5105,
팔달교실,053-324-1009,대구 북구 팔달동 
팔판교실,055-314-3413,김해시 장유면 관동리 449-3 대우프라자 301호
팡팡교실,1577-5105,
퍼스트 해법교실,1577-5105,광주 서구 내방동 575
퍼스트교실,1577-5105,
펠릭스해법영수학원,010-3242-1214,서울 영등포구 도신로29길 28
펠릭스해법영어교실,1577-5105,서울 구로구 구로5동
평산드림교실,1577-5105,"양산시 평산동 568-26, 2층 201호 (신명로 85)"
평산랩교실,055-364-1121,경남 양산시 평산동 평산초앞
평원교실,1577-5105,강원 원주시 단계동
평택가내교실,1577-5105,
평택리더스하임 해법영어교실,1577-5105,
평택반도유보라교실,15775105,경기 평택시 비전2로 297
평택반지영어교실,1577-5105,
평택삼부영어사랑교실,1577-5105,
평택센트럴자이5단지,15775105,경기 평택시 동삭로 386
평택송일em교실,1577-5105,송일로 9
평택용죽교실,1577-5105,평택시 용죽1로33
평택우성교실,031-692-3262,경기도 평택시 세교동 
평택이충엘리트교실,1577-5105,경기도 평택시 이충로 90
평택이충현대교실,1577-5105,경기도 평택시 이충동
평택합정교실,031-651-0312,경기도 평택시 합정동 
평택효성교실,1577-5105,평택시 현남로 865
평화교실,063-236-3630,전북 전주시 완산구 평화동1가 코오롱아파트 정문앞 2층
평화엠코교실,1577-5105,평화엠코@ 105동
평화일성교실,010-2612-7482,"평화19길 20, 일성아파트 상가 2층"
평화호반교실,063-222-1766,전북 전주시 완산구 평화동2가 호반리젠시빌 후문 호반빌딩3층
포도나무교실,1577-5105,경상북도 의성군 탑리길 88
포란재해법교실,1577-5105,강원 원주시 태장동
포스교실,1577-5105,경기 안산시 단원구 고잔동 호수공원대림아파트
포스코 2차교실,041-911-4343,충남 아산시 음봉면 월랑리
포스코교실,033-257-5105,강원 춘천시 춘천로
포스코센트럴교실,1577-5105,경기도 화성시 동탄감배산로 19
포스해법영어교실,02 992 9905,서울 도봉구 창동 630-15
포일프라임캠퍼스,1577-5105,경기 의왕시 봇들로 40
폴라리스교실,010-8191-7272,강원도 강릉시 정원로 77-3 101호
폴리교실,1577-5105,경기 남양주시 진접읍 금곡리 폴리프라자 6층
폴인해법교실,010-8488-2319,경남 사천시 정동면 풍정리 송보파인빌 상가 304호
푸르지오4차교실,010-4727-8176,경기 안산시 단원구 적금로 76
푸르지오교실,010-4940-0204,강원동 동해시 평릉1길 39 푸르지오아파트 상가동 301호
푸르지오교실,1577-5105,충남 천안시 서북구 불당24로 38 (불당동)
푸른교실,031-487-0502,상록구 광덕4로 푸른마을 주공5단지상가
푸른미래교실,1577-5105,서울 양천구 오목로 198-1
푸른솔교실,1577-5105,
푸른숨교실,1577-5105,강원 원주시 반곡동
풀잎향기교실,1577-5105,경기도 화성시 봉담읍 동화리
풍경채교실,1577-5105,"대구 달성군 현풍읍 테크노상업로 49 (중리, 제일풍경채더퍼스트)"
풍기아이파크교실,010-4088-9789,충남 아산시 풍기동 아산아이파크아파트 104-404
풍기이지더원교실,1577-5105,충남 아산시 풍기동 풍기이지더원아파트
풍납교실,1577-5105,서울 송파구 풍납동
풍덕천교실,010-7563-1177,경기도 용인시 수지구 풍덕천동
풍동교실,031-905-7905,경기 고양시 일산동구 풍동 1285-1 202호
풍림교실,1577-5105,경기 안산시 단원구 초지동 호수마을아파트
풍림아이원교실,010-4223-8205,인천광역시 서구 원당대로840번길 23
풍무서해교실,1577-5105,경기도 김포시 풍무동
풍산리즈 교실,054-842-8209,경상북도 안동시 하리들길 12
풍산초I-PARK교실,1577-5105,경기 하남시 덕풍3동
풍성신미주교실,1577-5105,경기 화성시 동탄공원로1길 26-24
프라디움교실,01066670839,광주광역시 남구 효천2로 1
프라임 해법영어,010-5418-4934,광주 남구 진월동 484
프라임교실,1577-5105,서울 성북구 길음동
프라임교실,041-546-4052,충남 아산시 실옥동
프라임교실,1577-5105,충청북도 청주시 청원구 주중동
프라임교실,1577ㅡ5105,"경기 화성시 영통로61번길 10 (반월동, 신영통현대아파트)"
프렌드교실,033-533-0506,강원도 동해시 감추로 4   2층
프렌즈교실,1577-5105,경기 시흥시 정왕동
프리토킹교실,02-2063-4004,서울 강서구 허준로 16
플랜에이교실,1577-5105,충청남도 아산시 문화로 353 푸르지오아파트 상가 2층
플러스교실,1577-5105,충북 괴산군 괴산읍 서부리
피오나교실,1577-5105,
피오나교실,,경기 안산시 단원구 원초로 9
하계극동교실,1577-5105,
하계벽산교실,02-971-0359,서울 노원구 하계동 271-3
하계엘리트교실,1577-5105,
하계현대우성교실,1577 5105,서울 노원구 하계동 270
하길초교실,1577-5105,모아미래도@
하나교실,1577-5105,충청북도 청주시 청원구 오창읍 2산단4로 55
하남월곡교실,1577-5105,
하남위드교실,1577-5105,경기 하남시 미사강변남로 87
하늘교실,1577-5105,서울 강동구 암사동478-2  203호
하늘교실,031-914-5105,경기 고양시 일산동구 중산동 1692번지 현해상가 302호
하늘도시한라교실,010-3583-5950,인천광역시 중구 하늘별빛로 86
하늘빛교실,1577-5105,경기 김포시 김포한강1로 307
하늘채교실,1577-5105,
하늘초교실,1577-5105,서울 마포구 상암동
하리교실,033-332-7909,강원 평창군 평창읍
하버드교실,042-285-5509,은어송초 앞
하버드영어교실,051-343-0124,부산 북구 시랑로 76
하소교실,1577-5105,
하안5단지교실,010-6735-9815,경기도 광명시 하안1동
하안6단지해법영어교실,1577-5105,
하양킹스교실,053-851-8205,경상북도 경산시 하양읍 금락리
하이랜드교실,1577-5105,대전 동구 판암동 678-63
하이스트교실,031-372-8856,경기도 오산시 부산동
하이스트교실,1577-5105,강원 홍천군 홍천읍
하이큐교실,02-303-7576,서울 은평구 응암3동
하이탑교실,051-704-8546,부산광역시 해운대구 좌동순환로 175
하이탑플러스교실,1577-5105,충북 청주시 흥덕구 복대동 2645번지 3층 하이탑플러스학원
하이호교실,02-796-1545,용산구 동빙고동
하중교실,,
학남2교실,053-314-1993,대구 북구 국우동
학마을교실,032-552-1905,인천 계양구 병방동
학익신동아4차교실,1577-5105,
학장구학교실,051-327-2292,부산 사상구 학장동
학장시즈교실,1577-5105,
학정하우젠트교실,053-270-3118,
한가람교실,02-3436-2100,서울 광진구 중곡4동
한교교실,1577-5105,
한국교실,1577-5105,
한라교실,053-313-4770,대구 북구 구암동
한라교실,1577-5105,경기 군포시 오금동
한라비발디교실,1577-5105,경기도 안양시 만안구 박달동
한라비발디교실,1577-5105,
한마음교실,1577-5105,
한마음임광교실,1577-5105,호계동한마음임광@
한별교실,1577-5105,"경기 남양주시 별내4로 62 (별내동, 별빛마을) 3501동 1705"
한빛교실,1577-5105,
한빛교실,1577-5105,서울 서초구 방배로19길 16
한성2차교실,1577-5105,충남 서산시 예천동 121 한성필하우스 2차아파트110동104호
한성제니스교실,1577-5105,충남 서산시 음암면 한성아파트 상가 2층
한숲라온교실,,경기 용인시 처인구 남사면 한숲로 83
한숲행복한교실,01047120804,경기 용인시 처인구 남사면 한숲로 83
한신교실,1577-5105,서울 서초구 잠원동
한신교실,1577-5105,
한신휴교실,1577-5105,화성시 동탄순환대로 20길 70
한아름교실,032-241-6280,부천시 원미구 상동
한양수자인교실,1577-5105,
한양수정교실,010-9544-7935,
한울에듀교실,1577-5105,
한울엘리트교실,1577-5105,경기 군포시 산본동
한일타운교실,1577-5105,경기도 수원시 장안구 조원동
한진학원교실,1577-5105,광주 남구 봉선동 992-2
한화교실,1577-5105,청계동
함안 코너스톤교실,1577-5105,경남 함안군 가야읍 말산리 중동
함안Judy교실,1577-5105,경남 함안군 군북면 중암리
함지교실,053-323-9645,대구 북구 동천동 
합천블루밍교실,010-6537-8379,경남 합천군 합천읍 충효로 60 (합천리)
항동교실,1577-5105,
해냄교실,1577-5105,
해동교실,051-742-0039,부산 해운대구 우1동
해맑음교실,1577-5105,
해법드림교실,1577-5105,
해법문화교실,1577-5105,대전 중구 당디로6번길 60 (문화동)
해법서부교실,1577-5105,
해법에듀 교실,1577-5105,
해법영수교실,1577-5105,서울 서초구 서초1동 1440-1 국제빌딩2층
해법영어글로벌학원교실,1577-5105,
해법영어대표 교실,1577-5105,경북 구미시 야은로 37 
해법영어베스트교실,1577-5105,대전 서구 도마동 20-2
해법영어스마트교실,1577-5105,대전 동구 성남동 200-323
해법영어엘리트교실,1577-5105,
해법와석교실,1577-5105,1577-5105
해법킹덤영어교실,1577-5105,전남 나주시 그린로 153 대광로제비앙102동102호
해법테솔교실,054 292 3939,
해법프라임교실,031-743-0570,경기 성남시 중원구 금빛로 69번지
해법프라임교실,1577-5105,경기 구리시 수택동
해법Top학원교실,1577-5105,
해솔교실,1577-5105,
해솔교실,041-522-0991,충남 천안시 서북구 두정동
해오름화성교실,1577-5105,
해윰영재교실,1577-5105,초지동 그린빌14단지
해피트리교실,051-231-0507,부산 서구 부민동3가 부민e-편한세상
해피한미래교실,0625155735,광주 북구 동림동
핸썸클라스교실,1577-5105,서초구 서초대로 65길
핼랜즈교실,1577-5105,경북 포항시 북구 양덕동
행당교실,2296-5105,서울 성동구 행당동
행복교실,010-4452-2723,경기도 부천시 원미구 중동 옥산로 12
행복마을교실,1577-5105,강원 춘천시 동내면 거두리
